H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_10529.t2	2	0	0	SPU_017652	Sp-Gba_5	Gba_5	none	Glucosylceramidase precursor (Beta-glucocerebrosidase) (Acid beta-glucosidase) (D-glucosyl-N-acylsphingosine glucohydrolase)  	FALSE	TRUE	FALSE	0	0
HER_10530.t1	1	0	0	SPU_021752	Sp-Gba_3	Gba_3	none	Glucosylceramidase precursor (Beta-glucocerebrosidase) (Acid beta-glucosidase) (D-glucosyl-N-acylsphingosine glucohydrolase) 	FALSE	TRUE	FALSE	0	0
HER_10531.t1	4	2	0.5	SPU_021751	Sp-TlrL_4	TlrL_4	toll receptor-like	none	FALSE	TRUE	FALSE	0	0
HER_10532.t1	1	0	0	SPU_027370	Sp-Cdk7	Cdk7	serine/threonine kinase	Cell division protein kinase 7, CDK-activating kinase (CAK), TFIIH basal transcription factor complex kinase subunit (39 kDa protein kinase), P39 Mo15, STK1,  CAK1	FALSE	TRUE	FALSE	0	0
HER_10533.t1	8	0	0	SPU_027369	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10534.t1	4	1	0.25	SPU_027371	Sp-Vlgr1	Vlgr1	LNB-7TM GPCR	VLGR1/MASS1/GPR98	FALSE	TRUE	FALSE	0	0
HER_10544.t1	1	0	0	SPU_027368	Sp-Mtmr15L	Mtmr15L	ZnF_Rad18 superfamily, VRR_NUV superfamily	myotubularin related protein 15-like; coiled-coil domain-containing protein MTMR15-like	FALSE	TRUE	FALSE	0	0
HER_10546.t1	1	0	0	SPU_024554	Sp-Abhd8	Abhd8	esterase-lipase superfamily	abhydrolase domain containing 8	FALSE	TRUE	FALSE	0	0
HER_10558.t1	1	0	0	SPU_024553	Sp-Tinp1	Tinp1	none	TGF beta-inducible nuclear protein 1 	FALSE	FALSE	FALSE	0	0
HER_10561.t1	4	0	0	SPU_018772	Sp-Gon4L	Gon4L	none	gon-4 (C.elegans)-like, YY1AP1-related protein, Sp-Hypp_217	FALSE	TRUE	FALSE	0	0
HER_10562.t1	2	0	0	SPU_018774	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10563.t1	1	0	0	SPU_018771	Sp-Polr3gL	Polr3gL	none	polymerase (RNA) III (DNA directed) polypeptide G like	FALSE	FALSE	FALSE	0	0
HER_10564.t1	1	0	0	SPU_024555	Sp-Fkbp8	Fkbp8	FKBP	FK506 binding protein 8, peptidyl-prolyl cis-trans isomerase FKBP-8, FKBP-38, 38 kDa FK506-binding protein;	FALSE	FALSE	FALSE	0	0
HER_10565.t1	4	0	0	SPU_024551	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10566.t1	2	0	0	SPU_005690	Sp-Alkbh7	Alkbh7	AlkB superfamily	alkB, alkylation repair homolog 7 (E. coli)	FALSE	TRUE	FALSE	0	0
HER_10568.t1	1	0	0	SPU_028444	Sp-Sarox_4	Sarox_4	Pyr_redox superfamily	sarcosine oxidase (bacterial)-4; FAD dependent oxidoreductase	FALSE	FALSE	FALSE	0	0
HER_10578.t1	3	0	0	SPU_018224	Sp-Sarox_1	Sarox_1	Pyr_redox superfamily	sarcosine oxidase (bacterial)-1	FALSE	TRUE	FALSE	0	0
HER_10589.t1	1	1	1	SPU_026949	Sp-Tf	Tf	none	transferrin, similar to melanotransferrin	FALSE	TRUE	FALSE	0	0
HER_10591.t1	1	0	0	SPU_009449	Sp-Sarox	Sarox	Pyr_redox superfamily	sarcosine oxidase (bacterial)	FALSE	TRUE	FALSE	0	0
HER_10634.t1	1	1	1	SPU_027825	Sp-Hypp_1215	Hypp_1215	TPR superfamily	hypothetical protein-1215	FALSE	TRUE	FALSE	0	0
HER_10637.t1	1	1	1	SPU_025276	Sp-Mtmr12L	Mtmr12L	Myotubularins (dual specificity phosphatases)	none	FALSE	TRUE	FALSE	0	0
HER_40434.t2	1	0	0	SPU_025471	Sp-Ip3r_1	Ip3r_1	none	inositol 1,4,5-triphosphate receptor, IP3R	FALSE	TRUE	FALSE	0	0
HER_10686.t1	1	0	0	SPU_004733	Sp-Hypp_1540	Hypp_1540	none	hypothetical protein-1540	FALSE	TRUE	FALSE	0	0
HER_10727.t1	2	1	0.5	SPU_004732	Sp-Rgma	Rgma	RGM_N superfamily, RGM_C superfamily	RGM domain family, member A; repulsive guidance molecule A, RgmA protein	FALSE	TRUE	FALSE	1	0.5
HER_10727.t1.1.5f2c6ccd	6	0	0	SPU_004732	Sp-Rgma	Rgma	RGM_N superfamily, RGM_C superfamily	RGM domain family, member A; repulsive guidance molecule A, RgmA protein	FALSE	TRUE	FALSE	0	0
HER_10731.t1	2	0	0	SPU_015183	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_10735.t1	1	0	0	SPU_004728	Sp-Htr1bL_2	Htr1bL_2	7TM GPCR_1 superfamily	5-hydroxytryptamine (serotonin) receptor 1B-like-2	FALSE	FALSE	FALSE	0	0
HER_10738.t1.1.5f2c6cec	1	0	0	SPU_015184	Sp-Kiaa1797L	Kiaa1797L	none	KIAA1797 protein-like	FALSE	FALSE	FALSE	0	0
HER_10738.t1.2.5f2c6cec	3	0	0	SPU_015184	Sp-Kiaa1797L	Kiaa1797L	none	KIAA1797 protein-like	FALSE	FALSE	FALSE	0	0
HER_10738.t1.2.5f2c6cec.1.5f2d75d2	3	0	0	SPU_015184	Sp-Kiaa1797L	Kiaa1797L	none	KIAA1797 protein-like	FALSE	FALSE	FALSE	0	0
HER_10740.t1	1	0	0	SPU_004032	Sp-Fam151b	Fam151b	none	family with sequence similarity 151, member B; AASA9217, isoform CRA_a	FALSE	TRUE	FALSE	0	0
HER_10743.t1	2	1	0.5	SPU_016004	Sp-Slc25a46_1	Slc25a46_1	Mito_carr superfamily	solute carrier family 25, member 46-1	FALSE	TRUE	FALSE	0	0
HER_10746.t1	2	0	0	SPU_004037	Sp-CskL	CskL	PTK	c-src tyrosine kinase-like, Sp-Csk2, Sp-Src	FALSE	FALSE	FALSE	0	0
HER_10747.t1	1	0	0	SPU_022469	Sp-Rnf126	Rnf126	RING-finger superfamily	ring finger protein 126	FALSE	TRUE	FALSE	0	0
HER_10751.t1	1	0	0	SPU_020804	Sp-Commd10	Commd10	none	COMM domain containing 10	FALSE	TRUE	FALSE	0	0
HER_10752.t2	2	0	0	SPU_020801	Sp-Tars	Tars	none	threonyl-tRNA synthetase	FALSE	TRUE	FALSE	0	0
HER_10761.t1	1	0	0	SPU_024696	Sp-Tmem186	Tmem186	none	transmembrane protein 186	FALSE	FALSE	FALSE	0	0
HER_10762.t1	4	0	0	SPU_024695	Sp-JmyL	JmyL	none	junction-mediating and regulatory protein-like	FALSE	TRUE	FALSE	0	0
HER_10765.t1	1	0	0	SPU_010703	Sp-SemaB	SemaB	semaphorin Family 	Semaphorin	FALSE	TRUE	FALSE	0	0
HER_40438.t1_HER_40437.t1	10	1	0.1	SPU_004146	none	NA	none	none	FALSE	TRUE	FALSE	1	0.1
HER_10776.t1	2	0	0	SPU_007688	Sp-Hypp_523	Hypp_523	LRR_RI superfamily	hypothetical protein-523	FALSE	TRUE	FALSE	0	0
HER_10778.t1	2	0	0	SPU_014154	Sp-NicalinL	NicalinL	metalloprotease	NCLN	FALSE	FALSE	FALSE	0	0
HER_10779.t1_HER_10780.t1	2	0	0	SPU_014155	Sp-Hypp_2134	Hypp_2134	none	hypothetical protein-2134	FALSE	TRUE	FALSE	0	0
HER_10779.t1_HER_10780.t1.1.5f2d75d3	2	0	0	SPU_014155	Sp-Hypp_2134	Hypp_2134	none	hypothetical protein-2134	FALSE	TRUE	FALSE	0	0
HER_10782.t1	3	0	0	SPU_007385	Sp-Hypp_512	Hypp_512	RING-finger superfamily	hypothetical protein-512	FALSE	TRUE	FALSE	0	0
HER_10783.t1_HER_10784.t1	3	0	0	SPU_020716	Sp-Hypp_986	Hypp_986	HYR superfamily	hypothetical protein-986; hyalin repeat-containing protein	FALSE	FALSE	FALSE	0	0
HER_10786.t1	1	0	0	SPU_013756	Sp-Ppib	Ppib	cyclophilin superfamily	peptidylprolyl isomerase B; peptidyl-prolyl cis-trans isomerase B	FALSE	FALSE	FALSE	0	0
HER_10787.t1	4	0	0	SPU_027047	Sp-Nol6	Nol6	Nrap superfamily	nucleolar protein family 6	FALSE	TRUE	FALSE	0	0
HER_10788.t1	4	0	0	SPU_027046	Sp-Kirrel2L_4	Kirrel2L_4	IG superfamily	kin of IRRE like 2 (Drosophila)-like-4; neuroglian (Drosophila)-like	FALSE	FALSE	FALSE	1	0.25
HER_10789.t1	2	0	0	SPU_007968	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_10791.t1	2	0	0	SPU_007967	NA	NA	NA	NA	FALSE	TRUE	FALSE	0	0
HER_10792.t1	1	0	0	SPU_007966	Sp-PrccL	PrccL	none	papillary renal cell carcinoma-like	FALSE	TRUE	FALSE	0	0
HER_10793.t1	2	0	0	SPU_000924	Sp-Ints3	Ints3	none	integrator complex subunit 3	FALSE	FALSE	FALSE	0	0
HER_10794.t1	3	0	0	SPU_007971	Sp-Mrps16l	Mrps16l	none	mitochondrial ribosomal protein S16	FALSE	FALSE	FALSE	0	0
HER_10795.t1	1	0	0	SPU_011904	Sp-Nudt15	Nudt15	Nudix_hydrolase superfamily	nudix-type motif 15	FALSE	TRUE	FALSE	0	0
HER_10796.t1	2	0	0	SPU_011901	Sp-Znf474	Znf474	none	zinc finger protein 474	FALSE	TRUE	FALSE	0	0
HER_10797.t1	7	0	0	SPU_007972	Sp-Ythdc2	Ythdc2	none	YTH domain containing 2 - duplicate	FALSE	TRUE	FALSE	0	0
HER_10799.t1	9	0	0	SPU_007973	Sp-Ck1g	Ck1g	none	casein kinase I gamma subunit 3 isoform 1	FALSE	TRUE	FALSE	1	0.111111111111111
HER_10800.t1	4	0	0	SPU_010201	Sp-Aggf1	Aggf1	FHA superfamily, G-patch superfamily	angiogenic factor with G patch and FHA domains 1	FALSE	FALSE	FALSE	0	0
HER_10801.t1	3	0	0	SPU_007964	Sp-Pias1	Pias1	protein inhibitor of activated STAT	GBP; DDXBP1; GU/RH-II	FALSE	TRUE	FALSE	0	0
HER_10802.t1	1	0	0	SPU_007977	Sp-KatnaL2	KatnaL2	P_loop_NTPase superfamily	ketanin p60 subunit A-like 2	FALSE	FALSE	FALSE	0	0
HER_10803.t1	1	0	0	SPU_007963	Sp-Catsper2	Catsper2	none	cation channel, sperm associated 2	FALSE	TRUE	FALSE	1	1
HER_10804.t1	4	0	0	SPU_007978	Sp-Kiaa0892	Kiaa0892	cohesin_load superfamily	KIAA0892 protein-like	FALSE	FALSE	FALSE	0	0
HER_10805.t1	4	2	0.5	SPU_007979	Sp-Gata2a	Gata2a	none	GATA zinc finger domain containing 2A	FALSE	TRUE	FALSE	0	0
HER_10806.t1	4	0	0	SPU_007979	Sp-Gata2a	Gata2a	none	GATA zinc finger domain containing 2A	FALSE	TRUE	FALSE	0	0
HER_10810.t1	3	0	0	SPU_011886	Sp-Lsm16	Lsm16	none	LSM16 protein	FALSE	FALSE	FALSE	0	0
HER_10812.t1	6	2	0.333333333333333	SPU_011223	Sp-LhH1b	LhH1b	none	none	FALSE	FALSE	FALSE	0	0
HER_10814.t1.1.5f2c6cd0	15	2	0.133333333333333	SPU_001774	Sp-Nacha2_1	Nacha2_1	acetylcholine receptor family 	nicotinic acetylcholine receptor alpha 2	FALSE	TRUE	FALSE	0	0
HER_10814.t1	3	0	0	SPU_001774	Sp-Nacha2_1	Nacha2_1	acetylcholine receptor family 	nicotinic acetylcholine receptor alpha 2	FALSE	TRUE	FALSE	0	0
HER_10817.t1	5	0	0	SPU_001772	Sp-Rpl24al	Rpl24al	none	ribosomal protein L24-like	FALSE	TRUE	FALSE	0	0
HER_10819.t1	2	0	0	SPU_001776	Sp-Ccdc124	Ccdc124	DUF1014 superfamily	coiled-coil domain containing 124	FALSE	FALSE	FALSE	0	0
HER_10821.t1	3	0	0	SPU_001778	Sp-Ttrspn_2	Ttrspn_2	tetraspanin	none	FALSE	FALSE	FALSE	1	0.333333333333333
HER_10834.t1	1	0	0	SPU_001836	Sp-Xpac	Xpac	none	DNA-repair protein complementing XP-A cells homolog	FALSE	TRUE	FALSE	0	0
HER_10837.t1	5	1	0.2	SPU_015882	Sp-Znf608L	Znf608L	none	zinc finger protein 608-like; KIAA1281 protein-like	FALSE	TRUE	FALSE	0	0
HER_37383.t1	1	0	0	SPU_017629	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10847.t1_HER_10843.t1	4	0	0	SPU_004063	Sp-Herc2L	Herc2L	none	hect domain and RLD 2-like; hect E3 ubiquitin ligase (mosquito)-like	FALSE	TRUE	FALSE	0	0
HER_10850.t1.3.5f2c6ced	12	0	0	SPU_023867	Sp-Couptf	Couptf	nuclear receptor	COUP transcription factor-like, NR2F3, seven up homolog, Sp-Couptf1	FALSE	TRUE	FALSE	0	0
HER_10850.t1.2.5f2c6ced	10	0	0	SPU_023867	Sp-Couptf	Couptf	nuclear receptor	COUP transcription factor-like, NR2F3, seven up homolog, Sp-Couptf1	FALSE	TRUE	FALSE	0	0
HER_10850.t1.5.5f2c6cee	1	0	0	SPU_023867	Sp-Couptf	Couptf	nuclear receptor	COUP transcription factor-like, NR2F3, seven up homolog, Sp-Couptf1	FALSE	TRUE	FALSE	0	0
HER_10851.t1	7	0	0	SPU_004064	Sp-Ttc37	Ttc37	TRP superfamily	tetratricopeptide repeat domain 37	FALSE	FALSE	FALSE	0	0
HER_10870.t1	1	0	0	SPU_028853	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_10871.t1	8	0	0	SPU_010331	Sp-Sema	Sema	Sema superfamily	semaphorin (Culex quinquefasciatus)	FALSE	TRUE	FALSE	0	0
HER_10872.t1	2	0	0	SPU_003187	Sp-TipinL	TipinL	Swi3 superfamily	timeless interacting protein-like	FALSE	TRUE	FALSE	0	0
HER_10876.t1	5	0	0	SPU_012401	Sp-Hypp_684	Hypp_684	IG superfamily	hypothetical protein-684; mucosa associated lymphoid tissue lymphoma translocation gene-like	FALSE	TRUE	FALSE	0	0
HER_10877.t1	3	0	0	SPU_025998	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_10880.t1	3	1	0.333333333333333	SPU_025997	Sp-Scn5a	Scn5a	none	voltage-sensitive sodium channel	FALSE	TRUE	FALSE	0	0
HER_10881.t1	3	0	0	SPU_014519	Sp-Scnn1a	Scnn1a	none	Amiloride-sensitive sodium channel alpha-subunit (Epithelial Na+ channel alpha subunit) (Alpha ENaC) (Nonvoltage-gated  sodium channel 1 alpha subunit) (SCNEA) (Alpha NaCH)	FALSE	FALSE	FALSE	0	0
HER_10882.t1	2	0	0	SPU_022408	Sp-Ache-11	Ache	esterase-lipase superfamily	acetylcholinesterase (Yt blood group)-11	FALSE	FALSE	FALSE	0	0
HER_10883.t1	1	0	0	SPU_030142	Sp-Cd59/Sca2L1	Cd59/Sca2L1	none	none	FALSE	TRUE	FALSE	0	0
HER_10887.t1	5	0	0	SPU_022846	Sp-FoxABL	FoxABL	Forkhead	forkhead box A and B-like, SpFoxAB-like	FALSE	TRUE	FALSE	0	0
HER_10889.t1	4	0	0	SPU_023471	Sp-Trip4	Trip4	zf-C2HC5 superfamily, ASCH superfamily	thyroid hormone receptor interactor 4	FALSE	TRUE	FALSE	0	0
HER_10899.t1	1	0	0	SPU_030229	Sp-Axndhc8h	Axndhc8h	Dynein heavy chain	DNAH8, DHC3C, axonemal dynein	FALSE	FALSE	FALSE	0	0
HER_40440.t1	6	0	0	SPU_026092	Sp-Egf/Ig/Lnb/7Tm/Gpcr	Egf/Ig/Lnb/7Tm/Gpcr	LNB-7TM GPCR	none	FALSE	TRUE	FALSE	0	0
HER_10909.t1.1.5f2d75c7	4	0	0	SPU_015751	Sp-Z220	Z220	zf-C2H2	zinc finger protein 220	FALSE	TRUE	FALSE	0	0
HER_10909.t1	11	0	0	SPU_015751	Sp-Z220	Z220	zf-C2H2	zinc finger protein 220	FALSE	TRUE	FALSE	0	0
HER_10911.t1	2	0	0	SPU_024531	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10912.t1	4	1	0.25	SPU_021207	Sp-Pde8A	Pde8A	none	Phosphodiesterase 8A, isoform 1	FALSE	TRUE	FALSE	0	0
HER_37665.t1	1	1	1	SPU_026825	Sp-Abcb9A	Abcb9A	ABC	none	FALSE	TRUE	FALSE	0	0
HER_10913.t1.1.5f2c6cd1	2	0	0	SPU_005693	Sp-Wdr41	Wdr41	WD40 superfamily	WD repeat domain 41	FALSE	FALSE	FALSE	1	0.5
HER_10921.t2	2	0	0	SPU_009744	Sp-Syt7L	Syt7L	C2 superfamily	synaptotagmin 7-like	FALSE	FALSE	FALSE	0	0
HER_10926.t1	1	0	0	SPU_002614	Sp-Erk3/4	Erk3/4	STK	extracellular signal-regulated kinase 3 and 4-like, mitogen activated protein kinase 6 and 4-like, Mapk4/6, p97 ERK-like	FALSE	FALSE	FALSE	0	0
HER_10927.t1	1	0	0	SPU_019505	Sp-Adpgk_1	Adpgk_1	none	ADP-dependent glucokinase (ADPGK) (ADP-GK)	FALSE	FALSE	FALSE	0	0
HER_10928.t1	1	0	0	SPU_000063	Sp-Rdh8	Rdh8	none	retinol dehydrogenase 8 (all-trans)	FALSE	FALSE	FALSE	0	0
HER_10938.t1	1	0	0	SPU_002613	Sp-Vps45A	Vps45A	none	vacuolar protein sorting 45A	FALSE	TRUE	FALSE	0	0
HER_10939.t1	1	0	0	SPU_020292	Sp-Glrx	Glrx	thioredoxin-like superfamily	glutaredoxin (thioltransferase)	FALSE	FALSE	FALSE	0	0
HER_40442.t1	1	0	0	SPU_002171	Sp-Chst11L	Chst11L	sulfotransfer_2 superfamily	carbohydrate sulfotransferase 11-like; chondroitin 4-O-sulfotransferase-like	FALSE	TRUE	FALSE	0	0
HER_10941.t1	1	0	0	SPU_028281	Sp-Hypp_2946	Hypp_2946	none	hypothetical protein-2946	FALSE	FALSE	FALSE	0	0
HER_10942.t1	7	0	0	SPU_012589	Sp-Slc10a2_3	Slc10a2_3	none	Ileal sodium/bile acid cotransporter (Ileal Na(+)/bile acid cotransporter) (Na(+) dependent ileal bile acid transporter) (Ileal sodium-dependent bile acid transporter) (ISBT) (Sodium/taurocholate cotransporting polypeptide, ileal) (Solute carrier family 10 member 2)	FALSE	FALSE	FALSE	0	0
HER_10947.t1	3	0	0	SPU_026042	Sp-Thsd4	Thsd4	TSP_1 superfamily, PLAC superfamily	thrombospondin, type 1 domain containing 4	FALSE	TRUE	FALSE	0	0
HER_10948.t1	6	0	0	SPU_026039	Sp-Lama5L	Lama5L	laminin	none	FALSE	TRUE	FALSE	0	0
HER_10950.t1	3	1	0.333333333333333	SPU_019744	Sp-Hmgcr_1	Hmgcr_1	none	3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase)	FALSE	FALSE	FALSE	0	0
HER_40471.t1	1	0	0	SPU_016704	Sp-Hypp_2269	Hypp_2269	IG superfamily	hypothetical protein-2269	FALSE	FALSE	FALSE	0	0
HER_10957.t1	1	0	0	SPU_001088	Sp-Adfp	Adfp	perilipin superfamily	adipocyte differentiation-related protein	FALSE	TRUE	FALSE	0	0
HER_10958.t1	1	1	1	SPU_001089	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_10962.t1	2	0	0	SPU_015811	Sp-Fkbp39L	Fkbp39L	FKBP_C superfamily	FKBP-type peptidyl-prolyl cis-trans isomerase-like; Fkbp39p-like (S. pombe)	FALSE	TRUE	FALSE	0	0
HER_10963.t1	4	0	0	SPU_018557	Sp-St6	St6	Glyco_transf_29 superfamily	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	FALSE	TRUE	FALSE	0	0
HER_10964.t1	2	0	0	SPU_020903	none	NA	none	none	FALSE	TRUE	TRUE	0	0
HER_10966.t1	1	0	0	SPU_014290	Sp-Larp6	Larp6	La superfamily, RRM superfamily	La ribonucleoprotein domain family, member 6; acheron	FALSE	FALSE	FALSE	0	0
HER_10972.t1	4	2	0.5	SPU_014289	Sp-Rax	Rax	homeobox-PRD	retina and anterior neural fold homeobox, retinal homeobox, Rx, Sp-Rx	FALSE	TRUE	FALSE	0	0
HER_10974.t1	5	3	0.6	SPU_023177	Sp-Hbn	Hbn	homeobox-PRD	homeobrain	TRUE	TRUE	FALSE	0	0
HER_10976.t1	2	1	0.5	SPU_006871	Sp-Z45	Z45	zf-C2H2	zinc finger protein 45, Ikaros family-like	FALSE	TRUE	FALSE	0	0
HER_40483.t1	4	1	0.25	SPU_007635	Sp-Hypp_1738	Hypp_1738	none	hypothetical protein-1738	FALSE	FALSE	FALSE	0	0
HER_11002.t1	1	0	0	SPU_013468	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11013.t1	3	0	0	SPU_006217	Sp-AsicL5	AsicL5	ASC	acid-sensing ion channel-like. amiloride-sensitive sodium channel, Sp-Accn2	FALSE	TRUE	FALSE	0	0
HER_11017.t1	2	0	0	SPU_025392	Sp-Slc27a2-5	Slc27a2	LuxE superfamily	solute carrier family 27 (fatty acid transporter), member 2-5; very-long-chain acyl-CoA synthetase	FALSE	TRUE	FALSE	0	0
HER_11018.t1	9	0	0	SPU_025393	Sp-Blm	Blm	RecQ	Bloom syndrome, RecQ helicase-like homolog 	FALSE	TRUE	FALSE	0	0
HER_11019.t1	3	0	0	SPU_009446	Sp-Asns_4	Asns_4	none	Asparaginyl-tRNA synthetase	FALSE	FALSE	FALSE	0	0
HER_11021.t1	2	0	0	SPU_009445	Sp-SaroxL	SaroxL	none	sarcosine oxidase (bacterial)-like	FALSE	FALSE	FALSE	1	0.5
HER_11022.t1	1	1	1	SPU_011442	Sp-Ncbp1	Ncbp1	none	Nuclear cap binding protein subunit 1	FALSE	FALSE	FALSE	0	0
HER_11023.t1	1	1	1	SPU_005699	Sp-Rps17	Rps17	none	ribosomal protein S17	FALSE	FALSE	FALSE	0	0
HER_11024.t1	1	1	1	SPU_005691	Sp-Pdia3	Pdia3	protein disulfide isomerase (PDI)	protein disulfide isomerase A3, glucose regulated protein 58kD, Grp58, p58, ERp57, ERp60, ER-60	FALSE	FALSE	FALSE	0	0
HER_40484.t2	2	0	0	SPU_007634	Sp-St7	St7	none	suppression of tumorigenicity 7, Sp-St15l_1	FALSE	TRUE	FALSE	0	0
HER_11030.t1	1	0	0	SPU_012891	none	NA	none	none	FALSE	TRUE	FALSE	1	1
HER_11043.t1	2	0	0	SPU_004548	Sp-Adipor2	Adipor2	none	adiponectin receptor 2 	FALSE	TRUE	FALSE	0	0
HER_11054.t1	1	0	0	SPU_015656	Sp-Tmem20_8	Tmem20_8	DUF6 superfamily	transmembrane protein 20-8	FALSE	TRUE	FALSE	0	0
HER_37384.t1	3	1	0.333333333333333	SPU_017641	Sp-Hypp_887	Hypp_887	none	hypothetical protein-887	FALSE	TRUE	FALSE	0	0
HER_11066.t1	13	0	0	SPU_004551	Sp-FoxB	FoxB	Forkhead	forkhead box B	TRUE	TRUE	TRUE	0	0
HER_11068.t1	1	0	0	SPU_015655	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_40485.t1	3	0	0	SPU_023091	Sp-Pric2	Pric2	Prickle	Sp-TesL_1	FALSE	TRUE	FALSE	0	0
HER_11069.t1	4	0	0	SPU_015654	Sp-TnfsfL3	TnfsfL3	TNF superfamily	tumor necrosis factor superfamily like3	FALSE	FALSE	FALSE	0	0
HER_11072.t1	6	0	0	SPU_005402	Sp-L3hypdhL1	L3hypdhL1	proline racemase	trans-L-3-hydroxyproline dehydratase-like, C14orf149-like, Sp-C14orf18L	FALSE	TRUE	FALSE	0	0
HER_11076.t1	3	1	0.333333333333333	SPU_028910	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11078.t1	2	1	0.5	SPU_006804	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_11080.t1	3	0	0	SPU_006803	Sp-Creb3l3	Creb3l3	basic zipper	cAMP responsive element binding protein 3-like, Sp-Creb3	FALSE	TRUE	FALSE	0	0
HER_40485.t1.1.5f2c6909	10	0	0	SPU_023091	Sp-Pric2	Pric2	Prickle	Sp-TesL_1	FALSE	TRUE	FALSE	1	0.1
HER_11082.t1	4	1	0.25	SPU_011807	Sp-Htr1fL_2	Htr1fL_2	7TM GPCR_1 superfamily	5-hydroxytryptamine (serotonin) receptor-like-2	FALSE	TRUE	FALSE	0	0
HER_11083.t1	3	0	0	SPU_015535	Sp-R/Ptp/R_1	R/Ptp/R_1	none	Receptor-type tyrosine-protein phosphatase R, Protein-tyrosine-phosphatase SL, PTP-SL, PTPRR, PCPTP, PTPBR7, PC12-PTP1 	FALSE	FALSE	FALSE	0	0
HER_11084.t1	3	0	0	SPU_015538	Sp-C1orf85L	C1orf85L	none	human chromosome 1 open reading frame 85-like; kidney predominant protein NCU-G1-like	FALSE	TRUE	FALSE	0	0
HER_11086.t1	6	0	0	SPU_015537	Sp-Arrdc2L	Arrdc2L	arrestin_N superfamily	arrestin domain containing 2-like	FALSE	FALSE	FALSE	0	0
HER_11089.t1.1.5f2c6cd5	1	0	0	SPU_011809	Sp-Arrdc4	Arrdc4	arrestin_N superfamily, Arrestin_C superfamily	arrestin domain containing 4	FALSE	TRUE	FALSE	0	0
HER_11089.t1	1	0	0	SPU_011809	Sp-Arrdc4	Arrdc4	arrestin_N superfamily, Arrestin_C superfamily	arrestin domain containing 4	FALSE	TRUE	FALSE	0	0
HER_11091.t1	1	0	0	SPU_014514	Sp-Adra1aL_4	Adra1aL_4	7TM GPCR_1 superfamily	adrenergic receptor, alpha 1a-like-4	FALSE	FALSE	FALSE	0	0
HER_11092.t2	3	0	0	SPU_023951	Sp-Sh3gl3	Sh3gl3	BAR domain	Endophilin III	FALSE	TRUE	FALSE	0	0
HER_11094.t1	2	0	0	SPU_016101	Sp-Chaf1a	Chaf1a	none	chromatin assembly factor 1, subunit A (p150)	FALSE	TRUE	FALSE	0	0
HER_37666.t1	4	1	0.25	SPU_002236	Sp-Hypp_3101	Hypp_3101	none	hypothetical protein-3101	FALSE	FALSE	FALSE	0	0
HER_11095.t1	5	0	0	SPU_016100	Sp-Ris	Ris	Ras family	Ras-like family 12, RASL12	FALSE	TRUE	FALSE	0	0
HER_11102.t1	1	0	0	SPU_007356	Sp-Hypp_1716	Hypp_1716	SRCR superfamily	hypothetical protein-1716	FALSE	TRUE	FALSE	0	0
HER_40486.t1.1.5f2c687f	12	0	0	SPU_023090	Sp-Prickle	Prickle	PET, LIM	prickle homolog. Sp-Pric, Sp-Pk	FALSE	TRUE	FALSE	0	0
HER_11169.t1	5	1	0.2	SPU_013166	Sp-Slc27a2	Slc27a2	none	Very-long-chain acyl-CoA synthetase (Very-long-chain-fatty-acid-CoA ligase)	FALSE	TRUE	FALSE	0	0
HER_11177.t1	2	0	0	SPU_013167	Sp-Vstcnlr	Vstcnlr	GPCR	none	FALSE	TRUE	FALSE	0	0
HER_11182.t1	2	0	0	SPU_013168	Sp-Slc30a5	Slc30a5	none	Solute carrier family 30 (zinc transporter), member 5	FALSE	TRUE	FALSE	0	0
HER_11184.t1	1	0	0	SPU_013168	Sp-Slc30a5	Slc30a5	none	Solute carrier family 30 (zinc transporter), member 5	FALSE	TRUE	FALSE	1	1
HER_11185.t1	1	0	0	SPU_013169	Sp-Tecp5	Tecp5	complement/alpha 2 macroblogulin	none	FALSE	TRUE	FALSE	0	0
HER_11192.t1	1	0	0	SPU_027861	Sp-Mamdc2_3	Mamdc2_3	MAM superfamily	MAM domain containing 2-3	FALSE	TRUE	FALSE	0	0
